Fecha,EVENTO,A/C,ENCABEZADO EVENTO,Minutos
2021-02-04,12743,Avión 20,CREW SOLICITA ASISTENCIA DE MANTENIMIENTO,0
2021-02-18,12972,Avión 4,CREW SOLICITA ASISTENCIA DE MANTENIMIENTO,0
2021-02-18,12974,Avión 28,CREW SOLICITA ASISTENCIA DE MANTENIMIENTO,0
2021-02-28,13134,Avión 20,CREW SOLICITA ASISTENCIA DE MANTENIMIENTO,0
2021-02-28,13135,Avión 2,CREW SOLICITA ASISTENCIA DE MANTENIMIENTO,0
2020-11-15,11342,Avión 7,CREW SOLICITA ASISTENCIA DE MANTENIMIENTO,0
2020-11-30,11665,Avión 23,CREW SOLICITA ASISTENCIA DE MANTENIMIENTO,0
2020-11-15,11344,Avión 8,CREW SOLICITA ASISTENCIA DE MANTENIMIENTO A LA LLEGADA,0
2021-02-18,12977,Avión 13,CREW SOLICITA ASISTENCIA DE MTO,0
2021-03-26,13577,Avión 25,CREW SOLICITA ASISTENCIA DE TMA,0
2019-04-23,1688,Avión 19,CREW SOLICITA BLOCK ATL NUEVO,0
2019-07-05,2959,Avión 19,CREW SOLICITA INFORME ACTUALIZADO DEL AVION,0
2021-02-04,12736,Avión 3,CREW SOLICITA INFORME DE AERONAVE,0
2021-06-08,15043,Avión 7,CREW SOLICITA LINTERNA TCP,0
2021-06-11,15128,Avión 28,CREW SOLICITA MANTENIMIENTO 1535,0
2019-04-27,1756,Avión 2,CREW SOLICITA MTTO,0
2019-04-28,1770,Avión 2,CREW SOLICITA MTTO,0
2019-05-02,1828,Avión 19,CREW SOLICITA MTTO,0
2019-07-11,3064,Avión 23,CREW SOLICITA MTTO,0
2019-07-19,3245,Avión 2,CREW SOLICITA MTTO,0
2019-07-19,3247,Avión 3,CREW SOLICITA MTTO,0
2019-07-23,3310,Avión 7,CREW SOLICITA MTTO,0
2019-07-23,3313,Avión 23,CREW SOLICITA MTTO,0
2019-07-23,3315,Avión 2,CREW SOLICITA MTTO,0
2019-07-26,3411,Avión 14,CREW SOLICITA MTTO,0
2019-07-30,3498,Avión 13,CREW SOLICITA MTTO,0
2019-07-30,3499,Avión 8,CREW SOLICITA MTTO,0
2019-07-30,3500,Avión 18,CREW SOLICITA MTTO,0
2019-07-30,3501,Avión 14,CREW SOLICITA MTTO,0
2019-08-04,3605,Avión 2,CREW SOLICITA MTTO,0
2019-08-04,3607,Avión 8,CREW SOLICITA MTTO,0
2019-08-06,3659,Avión 13,CREW SOLICITA MTTO,0
2019-08-10,3745,Avión 10,CREW SOLICITA MTTO,0
2019-08-10,3746,Avión 25,CREW SOLICITA MTTO,0
2019-09-10,4348,Avión 19,CREW SOLICITA MTTO,0
2019-09-11,4376,Avión 14,CREW SOLICITA MTTO,0
2019-09-12,4394,Avión 23,CREW SOLICITA MTTO,0
2019-09-17,4470,Avión 7,CREW SOLICITA MTTO,0
2019-09-17,4471,Avión 31,CREW SOLICITA MTTO,0
2019-10-16,5013,Avión 22,CREW SOLICITA MTTO,0
2019-07-26,3405,Avión 2,CREW SOLICITA MTTO,0
2019-08-10,3744,Avión 10,CREW SOLICITA MTTO   0640Z,0
2019-09-17,4467,Avión 22,CREW SOLICITA MTTO  0532.Z,0
2019-08-25,4060,Avión 7,CREW SOLICITA MTTO  0544Z,0
2019-09-17,4465,Avión 8,CREW SOLICITA MTTO  0610Z,0
2019-08-09,3721,Avión 13,CREW SOLICITA MTTO  0643Z,0
2019-08-18,3905,Avión 8,CREW SOLICITA MTTO  0740 Z,0
2019-05-02,1823,Avión 17,CREW SOLICITA MTTO  NOS AVISA AH DE LA SOLICITUD,0
2021-06-15,15200,Avión 19,CREW SOLICITA MTTO 530 Z,0
2021-06-15,15201,Avión 14,CREW SOLICITA MTTO 535   Z,0
2021-06-15,15202,Avión 8,CREW SOLICITA MTTO 558 Z,0
2020-06-12,8438,Avión 19,CREW SOLICITA MTTO 0623Z,0
2019-08-18,3903,Avión 14,CREW SOLICITA MTTO 0644Z,0
2019-09-17,4468,Avión 23,CREW SOLICITA MTTO 0645Z,0
2019-12-05,5964,Avión 22,CREW SOLICITA MTTO 0737,0
2019-08-11,3759,Avión 2,CREW SOLICITA MTTO 0813Z,0
2021-06-15,15204,Avión 14,CREW SOLICITA MTTO 924,0
2019-08-09,3729,Avión 18,CREW SOLICITA MTTO 1230Z,0
2019-09-10,4352,Avión 8,CREW SOLICITA MTTO 1301Z,0
2019-08-19,3948,Avión 31,CREW SOLICITA MTTO 1640 Z,0
2019-09-18,4498,Avión 1,CREW SOLICITA MTTO 1719Z,0
2019-08-04,3609,Avión 13,CREW SOLICITA MTTO 1900 Z,0
2020-10-23,10939,Avión 31,CREW SOLICITA MTTO A LAS 0532Z,0
2020-06-22,8561,Avión 16,CREW SOLICITA MTTO A LAS 0536Z,0
2019-05-26,2230,Avión 1,CREW SOLICITA MTTO A LAS 0538Z,0
2019-06-26,2773,Avión 14,CREW SOLICITA MTTO A LAS 0601Z,0
2019-06-04,2391,Avión 1,CREW SOLICITA MTTO A LAS 0610Z POR DUDA DE UN DIFERIDO,0
2019-05-28,2265,Avión 7,CREW SOLICITA MTTO A LAS 0612Z,0
2019-06-18,2615,Avión 18,CREW SOLICITA MTTO A LAS 0627Z,0
2019-06-19,2630,Avión 10,CREW SOLICITA MTTO A LAS 0631Z,0
2019-06-19,2631,Avión 31,CREW SOLICITA MTTO A LAS 0636Z,0
2019-07-25,3362,Avión 25,CREW SOLICITA MTTO A LAS 0644Z,0
2019-08-12,3772,Avión 18,CREW SOLICITA MTTO A LAS 0645Z,0
2019-05-03,1838,Avión 17,CREW SOLICITA MTTO A LAS 0648Z,0
2019-06-13,2515,Avión 7,CREW SOLICITA MTTO A LAS 0655Z,0
2019-07-19,3233,Avión 23,CREW SOLICITA MTTO A LAS 0702Z,0
2019-08-13,3792,Avión 2,CREW SOLICITA MTTO A LAS 0705Z,0
2020-07-03,8719,Avión 22,CREW SOLICITA MTTO A LAS 0719Z,0
2019-05-26,2233,Avión 31,CREW SOLICITA MTTO A LAS 0720Z POR BANDA AEREA,0
2019-08-06,3646,Avión 10,CREW SOLICITA MTTO A LAS 0733Z,0
2019-08-05,3619,Avión 1,CREW SOLICITA MTTO A LAS 0736Z,0
2019-05-02,1825,Avión 2,CREW SOLICITA MTTO A LAS 0814Z,0
2019-06-04,2396,Avión 8,CREW SOLICITA MTTO A LAS 0820Z,0
2019-06-16,2574,Avión 7,CREW SOLICITA MTTO A LAS 0824Z,0
2019-06-11,2479,Avión 8,CREW SOLICITA MTTO A LAS 0840Z,0
2019-06-04,2397,Avión 19,CREW SOLICITA MTTO A LAS 0845Z,0
2019-06-07,2433,Avión 31,CREW SOLICITA MTTO A LAS 0847Z,0
2019-05-02,1827,Avión 8,CREW SOLICITA MTTO A LAS 0848Z,0
2019-06-16,2576,Avión 23,CREW SOLICITA MTTO A LAS 0853Z,0
2019-08-19,3932,Avión 14,CREW SOLICITA MTTO A LAS 0901Z,0
2019-06-26,2775,Avión 25,CREW SOLICITA MTTO A LAS 0910Z,0
2019-06-18,2617,Avión 3,CREW SOLICITA MTTO A LAS 0915Z,0
2019-06-18,2618,Avión 10,CREW SOLICITA MTTO A LAS 0932Z,0
2019-06-11,2481,Avión 22,CREW SOLICITA MTTO A LAS 1021Z,0
2019-06-15,2557,Avión 2,CREW SOLICITA MTTO A LAS 1026Z,0
2019-06-26,2778,Avión 1,CREW SOLICITA MTTO A LAS 1050Z,0
2019-05-11,1970,Avión 13,CREW SOLICITA MTTO A LAS 1115,0
2019-06-19,2636,Avión 1,CREW SOLICITA MTTO A LAS 1200Z,0
2019-07-03,2928,Avión 3,CREW SOLICITA MTTO A LAS 1225Z,0
2019-07-26,3402,Avión 4,CREW SOLICITA MTTO A LAS 1232Z,0
2019-06-26,2782,Avión 16,CREW SOLICITA MTTO A LAS 1235Z,0
2019-06-26,2783,Avión 17,CREW SOLICITA MTTO A LAS 1240Z,0
2019-06-15,2564,Avión 23,CREW SOLICITA MTTO A LAS 1243Z,0
2019-08-06,3656,Avión 25,CREW SOLICITA MTTO A LAS 1300Z,0
2019-07-10,3052,Avión 4,CREW SOLICITA MTTO A LAS 1309Z Q DEJAN UNA ANOTACION,0
2019-07-10,3053,Avión 13,CREW SOLICITA MTTO A LAS 1315Z,0
2019-07-29,3484,Avión 14,CREW SOLICITA MTTO A LAS 1338Z,0
2019-06-20,2656,Avión 10,CREW SOLICITA MTTO A LAS 1407Z PARA REALIZAR CONSULTA,0
2019-05-30,2313,Avión 8,CREW SOLICITA MTTO A LAS 1409Z,0
2019-06-22,2698,Avión 8,CREW SOLICITA MTTO A LAS 1410Z A TRAVES DE AH,0
2019-05-29,2293,Avión 4,CREW SOLICITA MTTO A LAS 1418Z FIN DE LINEA,0
2019-07-05,2957,Avión 4,CREW SOLICITA MTTO A LAS 1446Z,0
2019-06-22,2699,Avión 8,CREW SOLICITA MTTO A LAS 1503Z,0
2019-05-14,2027,Avión 18,CREW SOLICITA MTTO A LAS 1504Z,0
2019-06-21,2683,Avión 19,CREW SOLICITA MTTO A LAS 1514Z,0
2019-07-22,3295,Avión 16,CREW SOLICITA MTTO A LAS 1538Z,0
2019-10-27,5228,Avión 10,CREW SOLICITA MTTO A LAS 1545Z,0
2019-05-30,2316,Avión 18,CREW SOLICITA MTTO A LAS 1550Z,0
2019-05-30,2318,Avión 2,CREW SOLICITA MTTO A LAS 1704Z,0
2019-06-20,2664,Avión 25,CREW SOLICITA MTTO A LAS 1722Z,0
2019-05-30,2319,Avión 19,CREW SOLICITA MTTO A LAS 1835Z,0
2019-07-13,3117,Avión 1,CREW SOLICITA MTTO A LAS 1848Z,0
2019-07-28,3463,Avión 2,CREW SOLICITA MTTO A LAS 1915Z,0
2019-05-14,2029,Avión 25,CREW SOLICITA MTTO A LAS 1921Z,0
2019-04-12,1489,Avión 3,CREW SOLICITA MTTO A SU LLEGADA,0
2019-05-01,1811,Avión 17,CREW SOLICITA MTTO A SU LLEGADA,0
2019-05-02,1830,Avión 3,CREW SOLICITA MTTO A SU LLEGADA,0
2019-05-03,1839,Avión 18,CREW SOLICITA MTTO A SU LLEGADA,0
2019-05-28,2273,Avión 23,CREW SOLICITA MTTO A SU LLEGADA,0
2020-04-20,8003,Avión 10,CREW SOLICITA MTTO A SU LLEGADA,0
2019-05-28,2268,Avión 8,CREW SOLICITA MTTO A SU LLEGADA A LAS 0931Z,0
2019-06-22,2697,Avión 10,CREW SOLICITA MTTO A SU LLEGADA A LAS 1400Z,0
2020-04-21,8004,Avión 10,CREW SOLICITA MTTO A SU LLEGADA A TFN A LAS 0615Z,0
2019-04-23,1690,Avión 22,CREW SOLICITA MTTO A SU LLEGADA DEL VUELO,0
2019-04-14,1519,Avión 19,CREW SOLICITA MTTO A SU LLEGADA EN TFN,0
2019-05-23,2187,Avión 17,CREW SOLICITA MTTO A SU LLEGADA INFORMAN Q DEJAN 1 REPORTE,0
2019-05-02,1832,Avión 23,CREW SOLICITA MTTO A SU LLEGADADEJAN UN REPORTE,0
2019-05-14,2026,Avión 18,CREW SOLICITA MTTO AL FINALIZAR SU LINEA,0
2019-05-05,1882,Avión 17,CREW SOLICITA MTTO EN TFN,0
2019-05-27,2243,Avión 17,CREW SOLICITA MTTO EN TFN,0
2019-06-20,2657,Avión 22,CREW SOLICITA MTTO PARA REALIZAR UNA CONSULTA,0
2019-07-04,2942,Avión 13,CREW SOLICITA MTTO POR ANOTACION EN PTV,0
2021-06-08,15049,Avión 11,CREW SOLICITA PILAS PARA CASCOS,0
2021-06-17,15268,Avión 20,CREW SOLICITA PILAS PARA CASCOS  1839Z,0
2019-06-19,2634,Avión 3,CREW SOLICITA Q LE LLEVEN BOTIQUIN DESPRECINTADO POR INSP.,0
2019-07-12,3080,Avión 13,CREW SOLICITA Q MTTO SE ACERQUE AL AVION A LAS 0820Z,0
2023-10-02,53936,Avión 34,CREW SOLICITA QUE TMA LE LLAME REFERENTE A LA CAMILLA,0
2023-09-03,52392,Avión 24,CREW SOLICITA UN CHALECO INFANT,0
2023-05-09,46117,Avión 24,CRG AFT FIRE HI ARMADVISORY MESSAGE ON EICAS,0
2024-04-16,63621,Avión 17,CRISTAL DE INDICACION DE HYD SE VE BORROSO,0
2022-02-13,25382,Avión 24,CTR EBAY FANS FAIL,0
2023-12-05,57148,Avión 40,CUBIERTA ASIENTO SOBRECARGO MISSING,0
2023-06-21,48327,Avión 1,CUBIERTA DE PLÁSTICO CONEXIÓN GPU,0
2023-10-05,54130,Avión 21,CUBIERTA INTERIOR PUERTA DE PASAJE,0
2019-01-05,502,Avión 10,CUMPLE DIFERIDO,0
2019-07-30,3494,Avión 3,CUMPLE LAVADO MOTOR,0
2019-11-11,5499,Avión 18,CUMPLIMIENTO LAVADO MOTOR,0
2024-02-28,61260,Avión 25,CUP HOLDER CM1 ROTO,0
2024-06-08,66474,Avión 14,CURTAIN H2 LOOSE,0
2023-10-05,54103,Avión 14,CURTAIN HOOK LOCATED AT LEFT FORWARD CARGO IS BROKEN,0
2023-10-18,54812,Avión 19,CVR,0
2021-11-18,21861,Avión 22,D US NUMBER 5 FAULT,0
2021-10-06,19644,Avión 10,D.U.1 FAIL,0
2022-12-21,39587,Avión 35,D1-64897,0
2022-11-27,38392,Avión 6,D108548,0
2021-10-25,20697,Avión 7,DAILY OR 10FH - AOM 4272201103 - INSPECTIONS,0
2021-10-27,20765,Avión 19,DAILY OR 10FH - AOM 4272201103 - INSPECTIONS,0
2021-11-10,21497,Avión 23,DAILY OR 10FH - AOM 4272201103 - INSPECTIONS,0
2024-02-23,61033,Avión 45,DAILY TASK  SEALS,0
2022-10-18,36565,Avión 12,DAMAGE ON HORIZONTAL STABILIZER - LH SIDE,0
2022-07-10,31596,Avión 20,DAMAGE ON REAR CARGO,0
2024-04-20,63829,Avión 41,DAMAGE WAS FOUND RH SIDE,0
2022-01-19,24494,Avión 1,DAMAGED  PAINT IN POOR CONDITION,0
2023-10-10,54376,Avión 34,DAÑO AL HACER INSPECCION EXTERIOR,0
2024-03-27,62631,Avión 25,DAÑO COMPUERTA GPU,0
2024-02-10,60378,Avión 7,DAÑO EN JUNTA DE PUERTA DE SERVICIO,0
2024-05-05,64573,Avión 36,DAÑO EN PARTE IZQUIERDA NO REPORTADO EN MAPA DE DAÑOS,0
2021-09-29,19292,Avión 6,DAÑO EN TIERRA,0
2022-03-25,27044,Avión 28,DAÑO EN TIERRA EN LUZ DE EMERGENCIA,0
2021-10-04,19514,Avión 13,DAÑO FUSELAJE. ALETA RADIADOR DESPRENDIDA,0
2022-04-05,27478,Avión 3,DAÑO PALA MOTOR RH,0
2024-07-10,68462,Avión 41,DAÑO POR GRAVILLA,0
2024-02-17,60700,Avión 28,DAÑO PUERTA CARGO,0
2024-03-01,61391,Avión 36,DAÑO SIN REFLEJAR EN MAPA DE DAÑOS,0
2023-07-16,49693,Avión 38,DAÑOS EN LA PUERTA,0
2024-04-18,63703,Avión 11,DATA BASE FAIL,0
2024-05-18,65290,Avión 14,DATA VOICE RECORDER,0
2022-08-02,32751,Avión 25,DC ENG 1 FAULT,0
2023-05-21,46722,Avión 38,DC GEN 1,0
2023-05-06,46003,Avión 38,DC GEN 1 FAULT,0
2022-09-10,34691,Avión 25,DC GEN 1 FAULT,0
2023-02-12,41921,Avión 10,DC GEN 1 FAULT,0
2024-02-03,60061,Avión 4,DC GEN 2,0
2023-05-30,47175,Avión 38,DC GEN 2 FAULT,0
2023-07-29,50404,Avión 13,DC GEN 2 FAULT,0
2023-07-20,49904,Avión 11,DC GEN BATT,0
2023-09-14,52981,Avión 40,DC GEN2 FAULT,0
2023-09-23,53483,Avión 25,DC GENERATOR 2 FAULT,0
2023-12-23,58052,Avión 25,DC GENERATOR 2 FAULT,0
2023-07-09,49252,Avión 17,DC GENERATOR CHECK,0
2022-01-26,24763,Avión 23,DC HYDRAULIC PUMP TAPE IN BAD CONDITION,0
2023-06-16,48050,Avión 38,DC SERVICE FAULT,0
2022-01-18,24460,Avión 19,DE ICING AIRFRAME FAULT,0
2023-08-20,51600,Avión 4,DE ICING AIRFRAME FAULT,0
2022-01-17,24436,Avión 13,DE ICING ENG2 FAULT,0
2022-01-17,24423,Avión 1,DE-ICING AIRFRAME FAULT,0
2023-07-11,49393,Avión 8,DEA NO REALIZA EL TEST,0
2021-11-17,21794,Avión 32,DEADLINE DIFERIDO MAL,0
2024-01-23,59562,Avión 10,DEF MINOR,0
2023-03-10,43035,Avión 7,DEFECT,0
2022-07-17,31922,Avión 36,DEFECT DETAIL TLB 60583 D1,0
2022-02-22,25719,Avión 14,DEFECT DETAILS    TLB 106470 D1,0
2022-02-27,25913,Avión 2,DEFECT DETAILS   TLB 107961 D1,0
2022-02-20,25645,Avión 31,DEFECT DETAILS  TLB 56404 D1,0
2022-02-22,25710,Avión 23,DEFECT DETAILS  TLB 56502 D1,0
2022-05-02,28587,Avión 16,DEFECT DETAILS  TLB 57417 D1,0
2022-05-28,29687,Avión 20,DEFECT DETAILS  TLB 58459 D1,0
2022-03-12,26479,Avión 8,DEFECT DETAILS  TLB 108079 D1,0
2022-05-08,28842,Avión 19,DEFECT DETAILS  TLB 109896 D1,0
2021-01-15,12391,Avión 25,DEFECT DETAILS TLB 46410 D1,0
2021-10-29,20865,Avión 31,DEFECT DETAILS TLB 48296 D1,0
2022-10-12,36269,Avión 37,DEFECT DETAILS TLB 61790 D1,0
2022-10-26,36931,Avión 21,DEFECT DETAILS TLB 63971 D1,0
2022-11-07,37461,Avión 23,DEFECT DETAILS TLB 64657 D1,0
2022-07-19,32026,Avión 14,DEFECT DETAILS TLB 111884 D1,0
2023-12-21,57917,Avión 32,DEFECTO BSI,0
2023-08-12,51171,Avión 7,DEFECTO COMPUERTA,0
2024-01-19,59320,Avión 22,DEFECTO MEL,0
2023-10-31,55443,Avión 17,DEFECTO MGL RH  BSI,0
2023-11-18,56304,Avión 18,DEFECTOS DE INTERIOR,0
2024-05-24,65589,Avión 6,DEFECTOS DE INTERIOR,0
2023-08-18,51499,Avión 12,DEFECTOS DE PINTURA EN EL MOTOR RH,0
2019-05-31,2328,Avión 17,DEFECTOS FECHAS CADUCIDAD EXTINTOR Y BOTELLA OXIGENO,0
2023-10-14,54571,Avión 21,DEFECTOS INSPECCION,0
2024-01-30,59871,Avión 15,DEFECTOS INTERIORES,0
2019-08-27,4115,Avión 31,DEJA 1 ANOTACION,0
2024-04-13,63510,Avión 41,DEJA 2 ANOTACIONES,0
2023-07-03,48945,Avión 13,DEJA 4 ANOTACIONES,0
2023-10-29,55335,Avión 10,DEJA ANOTACION SIN MAS INFO,0
2024-04-24,63991,Avión 32,DEJA ANOTACIONES- SIN MAS INFO,0
2023-07-30,50433,Avión 28,DEJA DOS ANOTACIONES,0
2024-01-24,59611,Avión 22,DEJA UNA ANOTACIÓN. NO DA MÁS INFO,0
2019-10-28,5247,Avión 2,DEJA VARIAS ANOTACIONES,0
2023-06-27,48650,Avión 13,DEJA VARIAS ANOTACIONES,0
2019-07-30,3502,Avión 25,DEJAN 1 ANOTACION,0
2019-07-30,3503,Avión 17,DEJAN 1 ANOTACION,0
2019-09-14,4431,Avión 23,DEJAN 1 ANOTACION,0
2019-10-04,4794,Avión 17,DEJAN 1 ANOTACION,0
2019-10-26,5203,Avión 25,DEJAN 1 ANOTACION,0
2019-10-28,5248,Avión 4,DEJAN 1 ANOTACION,0
2019-10-30,5285,Avión 28,DEJAN 1 ANOTACION,0
2019-10-30,5286,Avión 4,DEJAN 1 ANOTACION,0
2019-11-14,5552,Avión 1,DEJAN 1 ANOTACION,0
2019-11-28,5850,Avión 10,DEJAN 1 ANOTACION,0
2019-09-14,4432,Avión 8,DEJAN 1 ANOTACION  TRABAJOS PROGRAMADOS MSKL-150919,0
2019-11-18,5632,Avión 13,DEJAN 1 ANOTACION A SU LLEGADA,0
2019-10-14,4994,Avión 16,DEJAN 1 ANOTACION DE LUCES,0
2019-09-21,4539,Avión 23,DEJAN 1 ANOTACION EN EL ATL,0
2019-10-07,4844,Avión 14,DEJAN 1 ANOTACION EN EL PTV,0
2019-10-07,4845,Avión 13,DEJAN 1 ANOTACION EN EL PTV,0
2019-10-07,4846,Avión 17,DEJAN 1 ANOTACION EN EL PTV,0
2019-06-30,2857,Avión 1,DEJAN 1 ANOTACION EN EL TLB,0
2019-11-20,5670,Avión 14,DEJAN 1 ANOTACION EN PTV,0
2023-06-22,48380,Avión 13,DEJAN 1 ANOTACION SIN MAS INFO,0
2023-08-17,51466,Avión 34,DEJAN 1 ANOTACION SIN MAS INFO,0
2019-09-22,4558,Avión 17,DEJAN 1 REPORTE,0
2019-11-27,5830,Avión 2,DEJAN 2 ANOTACIONES,0
2023-06-26,48585,Avión 23,DEJAN 2 ANOTACIONES SIN MAS INFO,0
2023-09-05,52504,Avión 13,DEJAN 3 ANOTACIONES DE DESPERFECTOS DE INTERIORES.,0
2020-01-04,6521,Avión 20,DEJAN 3 ANOTACIONES EN P.40,0
2019-07-13,3103,Avión 31,DEJAN 4 ANOTACIONES,0
2019-07-01,2878,Avión 2,DEJAN 4 REPORTES,0
2023-06-17,48117,Avión 35,DEJAN ANOTACION DE PARABRISAS DE CM2 INOP,0
2023-07-31,50484,Avión 19,DEJAN ANOTACION DE POP UP HYD,0
2019-06-27,2796,Avión 31,DEJAN ANOTACION EN PTV,0
2023-06-13,47908,Avión 6,DEJAN ANOTACION EN PTV ICE DETECTOR FAULT,0
2019-11-20,5677,Avión 4,DEJAN ANOTACION-AVION PERNOCTA EN FUE-,0
2019-10-28,5242,Avión 22,DEJAN ANOTACIONES,0
2019-10-28,5243,Avión 28,DEJAN ANOTACIONES,0
2019-11-14,5553,Avión 16,DEJAN ANOTACIONES,0
2019-12-12,6117,Avión 3,DEJAN ANOTACIONES,0
2019-12-12,6116,Avión 23,DEJAN ANOTACIONES EN EL ATL,0
2019-12-13,6138,Avión 8,DEJAN ANOTACIONES EN EL ATL,0
2019-07-17,3196,Avión 14,DEJAN ANOTACIONES-REPITEN AVERIA DE LA MAÑANA,0
2019-12-13,6140,Avión 1,DEJAN INFO EN EL ATL,0
2023-06-20,48264,Avión 13,DEJAN REPORTADO BASE DE DATOS,0
2019-09-06,4286,Avión 2,DEJAN UN REPORTE,0
2019-11-19,5644,Avión 3,DEJAN UNA ANOTACION ESCALON SUBIDA AL AVION,0
2023-06-21,48369,Avión 23,DELAY EVENT FOR AC LFA,0
2024-01-22,59488,Avión 19,DELAY EVENT FOR AC MMM,0
2023-12-23,58059,Avión 19,DELAY EVENT FOR AC MMM,0
2020-10-04,10807,Avión 17,DELAY EVENT FOR AC MSJ,0
2023-07-10,49355,Avión 21,DELAY EVENT FOR AC NMF,0
2024-01-20,59362,Avión 34,DELAY EVENT FOR AC NQR,0
2023-05-27,47062,Avión 34,DELAY EVENT FOR AC NQR,0
2023-05-22,46774,Avión 35,DELAY EVENT FOR AC NSF,0
2019-12-12,6110,Avión 31,DELAY OF WORKPACKAGE KYIL-121219-3,0
2020-02-09,7144,Avión 23,DELAY OF WORKPACKAGE LFAH-20,0
2019-12-09,6053,Avión 23,DELAY OF WORKPACKAGE LFAL-061219,0
2020-01-13,6681,Avión 23,DELAY OF WORKPACKAGE LFAL-311219-2,0
2019-12-16,6178,Avión 16,DELAY OF WORKPACKAGE LGFL-161219-2,0
2020-03-19,7769,Avión 16,DELAY OF WORKPACKAGE LGFL-190320,0
2019-12-27,6388,Avión 16,DELAY OF WORKPACKAGE LGFL-271219-2,0
2019-01-14,536,Avión 7,DELAY OF WORKPACKAGE MIFL-120119,0
2019-12-13,6128,Avión 7,DELAY OF WORKPACKAGE MIFL-131219-3,0
2019-12-17,6209,Avión 7,DELAY OF WORKPACKAGE MIFL-171219,0
2019-11-08,5435,Avión 7,DELAY OF WORKPACKAGE MIFL-291019,0
2019-11-09,5446,Avión 2,DELAY OF WORKPACKAGE MJGL-101119,0
2019-11-12,5506,Avión 2,DELAY OF WORKPACKAGE MJGL-121119,0
2019-11-14,5542,Avión 2,DELAY OF WORKPACKAGE MJGL-141119,0
2019-10-30,5268,Avión 2,DELAY OF WORKPACKAGE MJGL-291019-2,0
2019-10-09,4870,Avión 19,DELAY OF WORKPACKAGE MMML-121019,0
2019-11-12,5505,Avión 19,DELAY OF WORKPACKAGE MMML-121119,0
2019-10-22,5130,Avión 4,DELAY OF WORKPACKAGE MNNL-221019,0
2019-11-06,5404,Avión 10,DELAY OF WORKPACKAGE MPIL-061119,0
2020-12-09,11830,Avión 17,DELAY OF WORKPACKAGE MSJH-20,0
2019-11-09,5445,Avión 17,DELAY OF WORKPACKAGE MSJL-091119-2,0
2019-10-10,4897,Avión 17,DELAY OF WORKPACKAGE MSJL-101019,0
2019-12-14,6149,Avión 8,DELAY OF WORKPACKAGE MSKL-141219,0
2019-11-13,5526,Avión 3,DELAY OF WORKPACKAGE MTQL-131119,0
2020-02-11,7173,Avión 3,DELAY OF WORKPACKAGE MTQL-230120,0
2019-12-27,6389,Avión 3,DELAY OF WORKPACKAGE MTQL-251219-2,0
2019-12-29,6427,Avión 3,DELAY OF WORKPACKAGE MTQL-291219,0
2020-02-11,7160,Avión 12,DELAY OF WORKPACKAGE NFAL-090220-2,0
2020-02-13,7211,Avión 12,DELAY OF WORKPACKAGE NFAL-130220,0
2020-08-13,9543,Avión 12,DELAY OF WORKPACKAGE NFAL-210720-2,0
2019-11-09,5444,Avión 28,DELAY OF WORKPACKAGE NGFL-091119,0
2023-05-17,46540,Avión 7,DEMO LIVE VEST  BAD CONDITION,0
2024-02-10,60392,Avión 15,DEMO MASK,0
2023-05-26,47021,Avión 32,DEMO MASK SCC US,0
2023-12-20,57898,Avión 21,DEMO SEAT BELT,0
2021-06-03,14943,Avión 17,DENT,0
2024-02-18,60767,Avión 28,DENT CARGO DOOR,0
2023-11-18,56283,Avión 37,DENT COMPUERTA MLG RH,0
2024-06-20,67275,Avión 22,DENT DE LA PUERTA DE EMERGENCIA,0
2023-09-06,52526,Avión 22,DENT EN LA PALA,0
2021-08-17,17636,Avión 1,DENT PUERTA PAX,0
2024-01-12,59001,Avión 34,DESAGÜE LAVABO BLOQUEADO,0
2024-01-26,59684,Avión 24,DESCARGA DEL TCRF,0
2024-02-24,61046,Avión 21,DESFIBRILADOR SIN FECHA,0
2024-02-25,61088,Avión 38,DESFIBRILADOR SIN FECHA,0
2024-03-06,61632,Avión 21,DESFIBRILADOR US Y REPOSABRAZOS US,0
2024-06-04,66213,Avión 35,DESINSTALACION DE CAMILLA,0
2023-06-21,48317,Avión 17,DESMONTAJE CAMILLA,0
2023-10-02,53911,Avión 14,DESMONTAJE CAMILLA,0
2024-01-18,59272,Avión 34,DESMONTAJE CAMILLA,0
2024-04-17,63677,Avión 8,DESMONTAJE CAMILLA,0
2024-01-18,59293,Avión 8,DESMONTAJE CAMILLA  CHEQUEO ACUMULADOR,0
2018-12-17,421,Avión 19,DESMONTAJE CAMILLA EN TFN,0
2019-07-01,2884,Avión 13,DESMONTAJE DE CAMILLA,0
2023-07-27,50251,Avión 19,DESMONTAJE DE CAMILLA,0
2023-11-15,56166,Avión 4,DESMONTAJE DE CAMILLA,0
2024-01-31,59917,Avión 37,DESMONTAJE DE CAMILLA,0
2024-04-08,63230,Avión 4,DESMONTAJE DE CAMILLA,0
2024-04-19,63755,Avión 1,DESMONTAJE DE CAMILLA,0
2023-05-08,46098,Avión 35,DESMONTAJE DE CAMILLA,0
2023-10-28,55280,Avión 12,DESPACHADOR AVISA QUE CMTE REQUIERE MTTO,0
2023-08-22,51719,Avión 16,DESPACHADOR INDICA QUE SOLICITAN MTTO,0
2021-10-10,19844,Avión 24,DESPLAZAMIENTO POR MTTO NNV,0
