ID,Occurred,At,Issuer,A/C,Station,Headline,Flight No,ATA,Advise
39627,2022-12-21,0 days 19:26:00,5871,Avión 23,PIQ,TYRE Nº1 MAIN LANDING GEAR NEEDS TO BE REPLACED,NT475,12-37,A/C Ready
39648,2022-12-22,0 days 06:55:00,6514,Avión 18,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
39649,2022-12-22,0 days 07:00:00,6514,Avión 36,PDQ,NO ITT DURING ENG1 START,500,74-00,A/C Ready
39683,2022-12-22,0 days 21:33:00,5871,Avión 35,PDQ,NOSE LDG GEAR GREEN LIGH DURING FLIGHT,192,32-61,A/C Ready
39673,2022-12-22,0 days 15:33:00,5871,Avión 28,,CREW QUERY - OPERATIONAL,,,
39672,2022-12-22,0 days 14:52:00,5871,Avión 23,,65410/1,NT147,61-51,A/C Ready
39679,2022-12-22,0 days 16:55:00,5871,Avión 8,PIQ,0117926/1,NT632,38-31,A/C Ready
39662,2022-12-22,0 days 11:47:00,6514,Avión 35,PDQ,CREW QUERY - OPERATIONAL,NT509,,A/C Ready
39686,2022-12-22,0 days 22:03:00,5871,Avión 36,PDQ,68153/1,NT318,20-45,A/C Ready
39643,2022-12-22,0 days 05:43:00,6092,Avión 25,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
39669,2022-12-22,0 days 14:38:00,5871,Avión 8,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
39675,2022-12-22,0 days 16:52:00,5871,Avión 37,PDQ,AUTO PRESS FAULT,NT522,21-31,A/C Ready
39665,2022-12-22,0 days 13:48:00,6514,Avión 12,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
39698,2022-12-23,0 days 05:58:00,6092,Avión 38,PDQ,65309/D1,NT2P,36-00,A/C Ready
39720,2022-12-23,0 days 10:45:00,5871,Avión 37,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT1,,
39711,2022-12-23,0 days 14:02:00,6514,Avión 20,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
39717,2022-12-23,0 days 15:40:00,5871,Avión 34,PDQ,AISLE CARPET+LIFE VEST BAG BROKEN,NT913,25-65,A/C Ready
39706,2022-12-23,0 days 11:09:00,6514,Avión 13,PDQ,"TCAS MODO ""S"" FAULT INDICATION ALT",NT505,34-52,A/C Ready
39707,2022-12-23,0 days 12:12:00,6514,Avión 23,,654121,469,28-21,A/C Ready
39719,2022-12-23,0 days 15:20:00,5871,Avión 15,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5600,,
39774,2022-12-24,0 days 23:54:00,6167,Avión 28,PDQ,SCHEDULED MAINTENANCE NOT PERFORMED - TECHNICAL,,,A/C Ready
39752,2022-12-24,0 days 14:00:00,6513,Avión 8,PDQ,HIGH VIBRATION ON THE REAR PART OF THE PLANE,517,32-41,A/C Ready
39759,2022-12-24,0 days 14:37:00,5450,Avión 31,PDQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,NT518,,A/C Ready
39794,2022-12-25,0 days 15:34:00,5450,Avión 24,PDQ,09267D1,NT5401,27-40,A/C Ready
39799,2022-12-25,0 days 16:29:00,5450,Avión 12,PDQ,"WHEN PARKING BRAKE SET: ""EMER BRK FAULT"" ON EICAS",NT5231,32-44,A/C Ready
39782,2022-12-25,0 days 11:16:00,6513,Avión 12,PDQ,"WHEN PARKING BRAKE SET: ""EMER BRK FAULT"" ON EICAS",5231,32-44,A/C Ready
39779,2022-12-25,0 days 07:46:00,6513,Avión 20,,TLB 68489 D1,NT503,23-44,A/C Ready
39817,2022-12-26,0 days 06:37:00,6513,Avión 11,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
39823,2022-12-26,0 days 09:29:00,6513,Avión 2,PIQ,AIRFRAME FAULT / AUTOPILOT FAULT,415,30-00,A/C Ready
39880,2022-12-26,0 days 23:30:00,5450,Avión 35,PDQ,BIRD STRIKE DURING TAKE OFF,NT3161,05-51,
39821,2022-12-26,0 days 09:02:00,6513,Avión 14,PIQ,NO INFO,458,UNK,A/C Ready
39819,2022-12-26,0 days 07:43:00,6513,Avión 8,PDQ,LC,,05-20,A/C Ready
39809,2022-12-26,0 days 01:39:00,6167,Avión 17,PDQ,RUBBER BAND SERVICE DOOR BROKEN,NT156,52-42,A/C Ready
39838,2022-12-26,0 days 14:00:00,5450,Avión 23,PDQ,NO INFO,NT151,UNK,
39858,2022-12-27,0 days 07:42:00,6513,Avión 2,PDQ,0119852/3,,22-16,A/C Ready
39852,2022-12-27,0 days 06:26:00,6513,Avión 15,PIQ,CREW QUERY - CHEQUEO HYD,,12-12,A/C Ready
39879,2022-12-27,0 days 17:47:00,5450,Avión 35,PIQ,CREW QUERY - OPERATIONAL,NT169,,A/C Ready
39868,2022-12-27,0 days 12:14:00,6513,Avión 36,PDQ,ENGINE FIRE ON GROUND #1,NT110,26-12,A/C Ready
39878,2022-12-27,0 days 17:24:00,5450,Avión 28,PDQ,PILOT REPORT - OPERATIONAL,,25-40,A/C Ready
39887,2022-12-27,0 days 16:40:00,5450,Avión 7,PIQ,WP: LC,,05-20,A/C Ready
39901,2022-12-28,0 days 06:46:00,6514,Avión 13,PDQ,OLVIDO PINES CARRETEO,,09-10,A/C Ready
39925,2022-12-28,0 days 21:36:00,5450,Avión 15,PDQ,ENG 2 SHORT DISPATCH,NT5201,73-00,A/C Ready
39958,2022-12-29,0 days 14:22:00,6514,Avión 1,PDQ,BLEED LEAK (Nº1) IN FLIGHT,214,36-00,A/C Ready
39963,2022-12-29,0 days 15:20:00,5450,Avión 17,PDQ,3PTV: DU TEMP / CKP DOOR / AFT CARGO LIGHT,NT6203,42-11,A/C Ready
39971,2022-12-29,0 days 19:31:00,6159,Avión 28,PIQ,PUERTA DE PASAJE NO HACE EL RECORRIDO Y NO CIERRA,428,52-10,A/C Ready
39964,2022-12-29,0 days 15:27:00,5450,Avión 24,PDQ,FLT CONTROL NO DISPATCH,NT5101,27-40,A/C Ready
39941,2022-12-29,0 days 06:55:00,6513,Avión 1,PDQ,NO TIENEN CORTINA EN PUERTA BODEGA DELANTERA,,25-26,A/C Ready
39953,2022-12-29,0 days 11:24:00,6514,Avión 38,PDQ,CREW QUERY - OPERATIONAL,NT108,,A/C Ready
40011,2022-12-30,0 days 15:56:00,6159,Avión 37,PDQ,CIERRE PUERTA DE BODEGA Y EMBELECEDOR SWITCH,NT912,52-31,A/C Ready
39993,2022-12-30,0 days 09:11:00,5871,Avión 16,PIQ,MEGAFONO INOP,,25-65,A/C Ready
40022,2022-12-30,0 days 21:31:00,6159,Avión 28,PDQ,CREW QUERY - OPERATIONAL,204,,A/C Ready
40008,2022-12-30,0 days 15:44:00,6159,Avión 7,PIQ,EMERGENCY EXIT LIGHTS PERMANENTLY  ON,NT135,33-50,A/C Ready
40001,2022-12-30,0 days 14:06:00,5871,Avión 11,PIQ,2PTV: CHECK NLG / CM2 LOOSE,,32-41,A/C Ready
40013,2022-12-30,0 days 16:29:00,6159,Avión 16,PIQ,FUEL UNBALANCE,,28-42,A/C Ready
40023,2022-12-30,0 days 21:42:00,6159,Avión 10,PDQ,WP: LC + NCS,,05-20,A/C Ready
40046,2022-12-31,0 days 08:05:00,6514,Avión 38,PIQ,CREW QUERY - OPERATIONAL,NT451,,A/C Ready
40047,2022-12-31,0 days 08:13:00,6514,Avión 7,PIQ,PB EMER EXIT LIT NOT DISARM,102,33-51,A/C Ready
40054,2022-12-31,0 days 12:05:00,6514,Avión 24,PIQ,WP: OVERWING EXIT MARKING INOPERATIVE,,05-20,
40064,2022-12-31,0 days 15:54:00,6159,Avión 16,PDQ,MEDICION VARILLAS,524,12-28,
40045,2022-12-31,0 days 07:44:00,6514,Avión 24,PIQ,OVERWING EXIT MARKING INOPERATIVE,,33-50,A/C Ready
40033,2022-12-31,0 days 00:24:00,5932,Avión 2,PDQ,WP: OCM1000 + DIF SEAT,,05-20,A/C Ready
40049,2022-12-31,0 days 07:00:00,6514,Avión 31,PDQ,FUT DISTRIBUTION + SRAS + BSI,,05-20,A/C Ready
40052,2022-12-31,0 days 09:32:00,6514,Avión 18,PIQ,GPU (DC) CONNECTOR U/S,,24-46,
40053,2022-12-31,0 days 10:36:00,6514,Avión 28,PDQ,WP: BSI/HPT (RH) - MOTORES,,05-20,A/C Ready
40061,2022-12-31,0 days 14:58:00,6159,Avión 17,PDQ,GOLPE CATERING,NT517,53-00,A/C Ready
40065,2022-12-31,0 days 17:34:00,6159,Avión 20,PDQ,AIL LOCK LIT (EWD),NT207,27-70,A/C Ready
40080,2023-01-01,0 days 14:34:00,6159,Avión 11,PIQ,CREW QUERY - OPERATIONAL,631,,A/C Ready
40075,2023-01-01,0 days 06:51:00,6514,Avión 18,PIQ,DUDA CREW DIFERIDO MEL,,00-00,A/C Ready
40132,2023-01-02,0 days 21:31:00,5871,Avión 2,PDQ,PROP 1 ANTI-ICING FAULT,128,30-61,A/C Ready
40109,2023-01-02,0 days 07:25:00,5450,Avión 1,PDQ,2PTV: CABIN HOLD DOOR HANDLE /STRAP DOCK HOUSE,NT205,25-26,A/C Ready
40110,2023-01-02,0 days 07:43:00,5450,Avión 21,PDQ,PILOT REPORT - OPERATIONAL,,,A/C Ready
40133,2023-01-02,0 days 15:50:00,5871,Avión 12,PDQ,CREW DETECTA TRABA TAPA REGISTRO AGUAS RESIDUALES,NT5700,38-11,
40108,2023-01-02,0 days 07:04:00,5450,Avión 35,PDQ,PEGATINAS PERDIDAS,,25-00,A/C Ready
40131,2023-01-02,0 days 20:09:00,5871,Avión 7,PIQ,WP:LC + 400 FH + PLACARD,,05-20,A/C Ready
40155,2023-01-03,0 days 10:07:00,5450,Avión 28,PIQ,LIGHT LANDING GEAR LEVER U/S,NT656,20-45,A/C Ready
40149,2023-01-03,0 days 07:15:00,5450,Avión 13,PDQ,DC GEN 2 FAULT,NT353,24-30,A/C Ready
40170,2023-01-03,0 days 15:35:00,5871,Avión 13,PDQ,FWD EMERG EXTERIOR LT F/O SIDE U/S,,33-51,A/C Ready
40176,2023-01-03,0 days 17:50:00,5871,Avión 16,PIQ,MEDICION VARILLAS,484,12-28,A/C Ready
40234,2023-01-04,0 days 08:20:00,5871,Avión 18,PIQ,WP:LC,NT458,05-20,
40223,2023-01-04,0 days 16:39:00,5871,Avión 15,PDQ,WP: (1+2+3)D + BSI (ENG#2),,05-20,A/C Ready
40205,2023-01-04,0 days 10:39:00,5450,Avión 23,PDQ,MANTENIMIENTO BASE: 36KCY+OOP,,05-20,A/C Ready
40229,2023-01-04,0 days 19:56:00,5871,Avión 18,PIQ,MEDICION VARILLAS,,12-28,A/C Ready
40221,2023-01-04,0 days 16:01:00,5871,Avión 18,PIQ,FUEL UNBALANCED,,28-00,A/C Ready
40212,2023-01-04,0 days 13:57:00,5450,Avión 32,PDQ,FUEL UNBALANCE,,28-10,A/C Ready
40252,2023-01-04,0 days 19:20:00,2291,Avión 18,PIQ,AVERIA BAÑO,NT428,25-40,
40253,2023-01-05,0 days 13:36:00,5450,Avión 17,PIQ,ENG 1 OIL LEAK,,72-00,A/C Ready
40247,2023-01-05,0 days 09:22:00,5450,Avión 6,PDQ,FUEL FEED 2 FAULT,NT6505,73-33,A/C Ready
40244,2023-01-05,0 days 07:11:00,5450,Avión 18,HOR,AIL LOCK LIT,NT488,27-70,A/C Ready
40251,2023-01-05,0 days 11:32:00,5450,Avión 18,HOR,T.O CONFIG WARNING,NT488,27-00,A/C Ready
40262,2023-01-05,0 days 15:33:00,6514,Avión 2,PDQ,NO INFO,NT134,UNK,A/C Ready
40248,2023-01-05,0 days 09:57:00,5450,Avión 11,PDQ,CREW QUERY - OPERATIONAL,NT237,,A/C Ready
40290,2023-01-06,0 days 08:36:00,6159,Avión 6,PDQ,FUEL FEED 2 FAULT,NT5701,73-00,A/C Ready
40323,2023-01-07,0 days 12:06:00,6159,Avión 16,PDQ,MEDICION VARILLAS,NT110,12-28,A/C Ready
40320,2023-01-07,0 days 08:32:00,6159,Avión 16,PIQ,MEDICION VARILLAS,,12-28,A/C Ready
40319,2023-01-07,0 days 06:58:00,6159,Avión 1,PDQ,CREW PIDE INFORME DE AERONAVE IMPRESO,200,00-00,A/C Ready
40366,2023-01-08,0 days 09:17:00,6159,Avión 37,PDQ,69331/D1,,35-31,A/C Ready
40382,2023-01-08,0 days 14:52:00,6514,Avión 31,PIQ,LOOP A ENG  Nº 2 FAULT,NT6261,26-12,A/C Ready
40369,2023-01-08,0 days 09:59:00,6159,Avión 37,PDQ,DAÑO PANEL DE BODEGA,313,25-54,A/C Ready
40390,2023-01-08,0 days 16:14:00,6514,Avión 20,PIQ,CREW QUERY - OPERATIONAL,NT630,,A/C Ready
40397,2023-01-08,0 days 20:58:00,6514,Avión 16,PDQ,MEDICION VARILLAS,,12-28,A/C Ready
40365,2023-01-08,0 days 09:12:00,6159,Avión 25,PIQ,AVNX CPM 2 FAIL,NT606,42-11,A/C Ready
40380,2023-01-08,0 days 14:27:00,6514,Avión 8,PDQ,ALTA TEMPERATURA EN CABINA,NT150,21-00,A/C Ready
40392,2023-01-08,0 days 17:24:00,6514,Avión 22,PDQ,PUERTA BODEGA NO CIERRA,NT,52-31,A/C Ready
42031,2023-01-08,0 days 11:00:00,2291,Avión 28,PIQ,NO INFO,NT667,UNK,
40414,2023-01-09,0 days 06:45:00,5871,Avión 2,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
40436,2023-01-09,0 days 16:52:00,6514,Avión 13,PIQ,BRAKE TEMPERATURE HOT AT PARKING,167,05-51,A/C Ready
40422,2023-01-09,0 days 10:33:00,5871,Avión 11,PIQ,PILOT REPORT - OPERATIONAL,,,A/C Ready
40406,2023-01-09,0 days 04:52:00,6254,Avión 32,PDQ,WP: CHECK STATUS BRAKES ON WHEEL 1 & 2,NT5301,32-40,A/C Ready
40442,2023-01-09,0 days 19:30:00,6514,Avión 25,PDQ,CREW QUERY - OPERATIONAL,NT525,,A/C Ready
40495,2023-01-10,0 days 19:31:00,6514,Avión 35,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
40453,2023-01-10,0 days 06:10:00,5871,Avión 28,PDQ,WP: ENG REPL (RH) + 500FH,,05-20,A/C Ready
40464,2023-01-10,0 days 08:37:00,6159,Avión 35,PDQ,NOSE LANDING GEAR UNSAFE INDICATION,,32-61,A/C Ready
40491,2023-01-10,0 days 17:56:00,6514,Avión 1,PDQ,CABIN CREW OXIGEN MASK NOT LABELED ON DATE OF EXP.,NT150,25-00,A/C Ready
40509,2023-01-10,0 days 16:00:00,5871,Avión 37,,RESETEO AVIÓN,NT167,UNK,
40472,2023-01-10,0 days 10:39:00,6159,Avión 12,PDQ,HYD FLUID UNDERNEATH DETAIL ON THE FUSELAGE,NT106,27-30,A/C Ready
40526,2023-01-11,0 days 08:15:00,5871,Avión 14,,LC,NT155,05-20,
40523,2023-01-11,0 days 13:18:00,5871,Avión 10,PDQ,WX FAIL.,NT207,34-41,A/C Ready
40512,2023-01-11,0 days 07:46:00,5871,Avión 25,PDQ,I.E.P. LT U/S.,NT107,30-83,A/C Ready
40537,2023-01-11,0 days 21:26:00,5450,Avión 11,PDQ,PILOT REPORT - OPERATIONAL,NT204,,A/C Ready
40513,2023-01-11,0 days 08:12:00,5871,Avión 18,PDQ,OLVIDO DE ATL,105,00-00,
40549,2023-01-12,0 days 08:23:00,6513,Avión 25,PDQ,OIL LEAK ENGINE TWO / BLUE PUMP LO PR,,79-00,A/C Ready
40547,2023-01-12,0 days 07:10:00,6513,Avión 38,PIQ,NO PUEDEN CERRAR LA PUERTA DE LA BODEGA.,,52-31,A/C Ready
40548,2023-01-12,0 days 07:39:00,6513,Avión 11,PDQ,INTERPHONE TCP2 HOLDER BROKEN.,NT205,23-43,A/C Ready
40577,2023-01-12,0 days 15:20:00,5450,Avión 32,PDQ,010159/D1,NT5701,32-11,A/C Ready
40619,2023-01-13,0 days 19:00:00,5450,Avión 35,PDQ,CREW QUERY - OPERATIONAL,NT175,,A/C Ready
40625,2023-01-13,0 days 22:14:00,5450,Avión 10,PIQ,SALIDA TARDIA POR DIFERIDO BOTA NPA,,,A/C Ready
40590,2023-01-13,0 days 08:34:00,5871,Avión 19,PDQ,ADC 2 FAULT.,,34-18,A/C Ready
40620,2023-01-13,0 days 19:38:00,5450,Avión 20,PDQ,CREW QUERY - OPERATIONAL,NT525,,A/C Ready
40591,2023-01-13,0 days 08:57:00,5871,Avión 14,,CREW QUERY - OPERATIONAL,,,A/C Ready
40608,2023-01-13,0 days 15:02:00,5450,Avión 21,PIQ,ELECTRICAL SMOKE WARNING,NT631,72-00,A/C Ready
40582,2023-01-13,0 days 04:39:00,6254,Avión 17,PDQ,WP: DIFERIDO CADUCADO SEAL PAX DOOR,,05-20,A/C Ready
40626,2023-01-13,0 days 22:22:00,5450,Avión 20,PDQ,FO PITOT HTG FAULT,NT192,30-30,A/C Ready
40637,2023-01-14,0 days 07:23:00,6513,Avión 28,PIQ,UNABLE TO RELEASE  PROP BRAKE,,12-37,A/C Ready
40641,2023-01-14,0 days 09:40:00,6159,Avión 17,PDQ,NOSE LANDING GEAR DAMPER U/S,NT304,12-14,A/C Ready
40654,2023-01-14,0 days 19:27:00,5450,Avión 28,PDQ,CREW QUERY - OPERATIONAL,NT312,,A/C Ready
40651,2023-01-14,0 days 16:37:00,5450,Avión 19,PDQ,NO MAINTENANCE ACTION - OPERATIONAL,NT169,,A/C Ready
40676,2023-01-15,0 days 11:51:00,6159,Avión 8,PIQ,51185881,NT662,25-00,A/C Ready
40684,2023-01-15,0 days 15:32:00,5450,Avión 31,PDQ,DURING INSPECTION  2 MAIN WHEELS ARE DEFLATED,NT167,12-37,A/C Ready
40663,2023-01-15,0 days 00:10:00,6092,Avión 24,PDQ,BRAKE REPLACEMENT #4,NT9401,32-00,A/C Ready
40690,2023-01-15,0 days 21:23:00,5450,Avión 22,PIQ,WP: OCM1200 (RH) + AOM + SWITCH VALVE,,05-20,A/C Ready
40695,2023-01-16,0 days 01:37:00,6092,Avión 32,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
40732,2023-01-16,0 days 15:58:00,5450,Avión 38,PDQ,POSIBLE RIGHT STABILIZER CORROSION,,23-00,A/C Ready
40735,2023-01-16,0 days 17:03:00,5450,Avión 2,PDQ,VERTICAL STABILIZER WITH CORROSION,,55-31,A/C Ready
40718,2023-01-16,0 days 11:34:00,6159,Avión 14,PDQ,T.O. INHB ANNOUNCER/ALERT LIGHT DOESN´T APPEAR,,31-53,A/C Ready
40773,2023-01-17,0 days 14:37:00,5871,Avión 13,PIQ,CREW QUERY - OPERATIONAL,,,
40786,2023-01-17,0 days 17:36:00,5871,Avión 1,PIQ,CREW QUERY - OPERATIONAL,,,
40766,2023-01-17,0 days 13:36:00,6159,Avión 20,PDQ,CREW QUERY - OPERATIONAL,6103,,A/C Ready
40771,2023-01-17,0 days 14:15:00,6159,Avión 28,PIQ,0120174/1,NT423,25-00,
40756,2023-01-17,0 days 08:04:00,6159,Avión 38,PIQ,GALLEY WASTE DOOR REMAIN OPEN,NT451,25-33,A/C Ready
40789,2023-01-17,0 days 19:21:00,5871,Avión 16,PIQ,PACK 1 OVERHEAT,NT173,21-50,A/C Ready
40825,2023-01-18,0 days 15:22:00,5871,Avión 20,PDQ,WHEEL #4 U/S,167,12-37,A/C Ready
40854,2023-01-19,0 days 05:50:00,6092,Avión 20,PIQ,DOCUMENTACIÓN DEL AC,,,A/C Ready
40909,2023-01-19,0 days 15:45:00,5450,Avión 24,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5320,,
40867,2023-01-19,0 days 11:18:00,6159,Avión 11,PDQ,PILOT REPORT - OPERATIONAL,120,,A/C Ready
40860,2023-01-19,0 days 07:58:00,6159,Avión 3,PDQ,CAMBIO DE RUEDA,,05-20,A/C Ready
40870,2023-01-19,0 days 12:27:00,6159,Avión 14,PIQ,FLAP FAIL,NT469,27-51,A/C Ready
40884,2023-01-19,0 days 18:46:00,6514,Avión 7,PIQ,FOLDING STEP PAX DOOR BROKEN,NT636,52-11,A/C Ready
40913,2023-01-20,0 days 09:29:00,5450,Avión 14,PIQ,CREW QUERY - OPERATIONAL,NT415,,A/C Ready
40908,2023-01-20,0 days 06:58:00,5450,Avión 38,PIQ,CREW QUERY - OPERATIONAL,NT451,,A/C Ready
40929,2023-01-20,0 days 17:45:00,6513,Avión 28,PIQ,INV 2 FAULT,NT311,24-21,A/C Ready
40927,2023-01-20,0 days 16:02:00,6513,Avión 37,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
40945,2023-01-21,0 days 07:12:00,5450,Avión 7,PIQ,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,NT100,,A/C Ready
40946,2023-01-21,0 days 07:27:00,5450,Avión 28,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
40947,2023-01-21,0 days 07:48:00,5450,Avión 3,PDQ,WP:LC. CAMBIO DE RUEDAS NLG,,05-20,A/C Ready
40962,2023-01-21,0 days 14:45:00,6513,Avión 16,PIQ,PRECINTO DE EXTINTOR DE AGUA ROTO,,26-20,A/C Ready
40990,2023-01-22,0 days 15:16:00,6513,Avión 34,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
40983,2023-01-22,0 days 08:38:00,5450,Avión 37,PIQ,OUTFLOW BACKUP MODE U/S,NT107,21-31,A/C Ready
40987,2023-01-22,0 days 14:03:00,5450,Avión 14,PDQ,T.O INHIBIT,NT517,31-53,A/C Ready
40993,2023-01-22,0 days 19:00:00,6513,Avión 35,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
41025,2023-01-23,0 days 15:11:00,6159,Avión 15,PDQ,010092/D3,NT5701,27-40,A/C Ready
41001,2023-01-23,0 days 01:43:00,6167,Avión 7,PDQ,WP: CAMBIO DE MOTOR,,05-20,A/C Ready
41032,2023-01-23,0 days 17:37:00,6159,Avión 8,PIQ,CHECK NOSE WHEELS WEAR,NT634,12-37,A/C Ready
41010,2023-01-23,0 days 07:51:00,5450,Avión 6,PDQ,010058/D1,NT5401,38-10,A/C Ready
41074,2023-01-24,0 days 19:37:00,6513,Avión 28,PIQ,CREW QUERY - OPERATIONAL,179,,A/C Ready
41055,2023-01-24,0 days 08:22:00,6514,Avión 36,PDQ,CREW QUERY - OPERATIONAL,NT105,25-21,A/C Ready
41063,2023-01-24,0 days 13:36:00,6514,Avión 20,PDQ,AFTER GALLEY WASTE DOOR BROKEN,NT186,25-33,A/C Ready
41058,2023-01-24,0 days 10:14:00,6514,Avión 32,PDQ,DOOR 2L ASSIST HANDLE BROKEN,NT6505,25-00,A/C Ready
41118,2023-01-24,0 days 22:20:00,6159,Avión 10,PDQ,RETRASO DESCONOCIDO,NT157,UNK,
41110,2023-01-25,0 days 13:26:00,6514,Avión 15,PDQ,HYD 2 LO QTY IN FLIGHT,NT5231,12-12,A/C Ready
41120,2023-01-25,0 days 16:51:00,6159,Avión 36,PDQ,TAIL BUMPER TOUCH DOWN,,32-71,A/C Ready
41138,2023-01-26,0 days 07:34:00,6514,Avión 11,PDQ,CREW QUERY - OPERATIONAL,NT205,,A/C Ready
41155,2023-01-26,0 days 15:59:00,6159,Avión 3,PIQ,FMS BITE DOESN´T RECOVER,NT622,34-58,A/C Ready
41157,2023-01-26,0 days 17:54:00,6159,Avión 38,PDQ,CREW QUERY - OPERATIONAL,353,,A/C Ready
41463,2023-01-26,0 days 15:20:00,2291,Avión 7,HOR,NO INFO,471,UNK,
41137,2023-01-26,0 days 06:57:00,6514,Avión 19,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
41182,2023-01-27,0 days 07:36:00,6514,Avión 11,PDQ,PILOT REPORT - OPERATIONAL,NT156,,A/C Ready
41191,2023-01-27,0 days 12:19:00,6514,Avión 10,PIQ,CREW QUERY - OPERATIONAL,NT423,,A/C Ready
41203,2023-01-27,0 days 16:32:00,6159,Avión 21,PDQ,CREW QUERY - OPERATIONAL,352,72-00,A/C Ready
41180,2023-01-27,0 days 06:54:00,6514,Avión 2,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
41208,2023-01-27,0 days 18:07:00,6159,Avión 35,PDQ,CREW QUERY - OPERATIONAL,523,,A/C Ready
41190,2023-01-27,0 days 12:16:00,6514,Avión 3,PIQ,AUTODESPACHO DE PROBLEMA DEL FDR,NT109,31-00,A/C Ready
41185,2023-01-27,0 days 08:43:00,6514,Avión 21,PDQ,ENG 2  START  FAIL  (ELEC SMOKE MESSAGE).,NT353,72-00,A/C Ready
41183,2023-01-27,0 days 08:15:00,6514,Avión 38,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
41213,2023-01-27,0 days 21:52:00,6159,Avión 7,PIQ,120019/1,NT195,74-21,A/C Ready
41199,2023-01-27,0 days 14:58:00,6159,Avión 1,PDQ,PILOT REPORT - OPERATIONAL,150,,A/C Ready
41201,2023-01-27,0 days 15:48:00,6159,Avión 16,PDQ,BEACON DOWN SIDE U/S,NT110,33-48,A/C Ready
41241,2023-01-28,0 days 07:33:00,6514,Avión 8,,119923/D1,205,33-46,A/C Ready
41252,2023-01-28,0 days 13:47:00,6514,Avión 16,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
41261,2023-01-28,0 days 15:11:00,6159,Avión 17,PIQ,PERFORMED TEST OXIGEN MASK,,23-51,A/C Ready
41262,2023-01-28,0 days 15:18:00,6159,Avión 34,PIQ,PILOT REPORT - OPERATIONAL,943,,A/C Ready
41266,2023-01-28,0 days 19:26:00,6159,Avión 7,PDQ,GOLPE DE COCHE DE AH EN MORRO DE A/C,NT317,53-00,A/C Ready
41240,2023-01-28,0 days 07:07:00,6514,Avión 24,PIQ,FUEL 1 LOW PRESS,NT5751,73-31,A/C Ready
41315,2023-01-29,0 days 11:50:00,5450,Avión 24,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5551,,
41319,2023-01-30,0 days 07:16:00,5450,Avión 20,PDQ,PILOT REPORT - OPERATIONAL,,,A/C Ready
41341,2023-01-30,0 days 14:52:00,6513,Avión 7,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
41344,2023-01-30,0 days 15:26:00,6513,Avión 19,PDQ,REPLACE MLG1,NT158,12-37,A/C Ready
41314,2023-01-30,0 days 06:45:00,5450,Avión 8,PIQ,0119403/D1,200,23-44,A/C Ready
41339,2023-01-30,0 days 14:40:00,5480,Avión 20,PDQ,CREW QUERY - OPERATIONAL,NT222,,A/C Ready
41318,2023-01-30,0 days 07:16:00,5450,Avión 24,PIQ,ENG 1 FUEL LO PRESS,,73-31,A/C Ready
41365,2023-01-31,0 days 07:35:00,5450,Avión 8,PIQ,0119407/1,NT655,23-44,A/C Ready
41371,2023-01-31,0 days 13:15:00,5450,Avión 16,PDQ,WP: LC. FINDING HYD LEAK,,05-20,A/C Ready
41366,2023-01-31,0 days 07:55:00,5450,Avión 10,PDQ,DURANTE LA LC ENCUENTRAN UN PARCHE DE UN MOTOR ROTO.,,05-20,A/C Ready
41370,2023-01-31,0 days 10:52:00,5450,Avión 20,PDQ,CREW QUERY - OPERATIONAL,NT6102,,A/C Ready
41395,2023-02-01,0 days 02:09:00,6074,Avión 10,TER,DIFERIDO CADUCADO,,00-00,
41424,2023-02-01,0 days 16:03:00,6513,Avión 25,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
41436,2023-02-01,0 days 21:41:00,6513,Avión 2,PDQ,TORQUE DIFFERENCE,NT235,72-00,A/C Ready
41416,2023-02-01,0 days 12:48:00,6159,Avión 20,PIQ,CREW QUERY - OPERATIONAL,618,25-65,A/C Ready
