ID,Occurred,At,AC,Station,Headline,FlightNo,ATA,Minutos
42490,2023-02-27,02:53:00,Avión 3,PDQ,WP: LC   3000CY   ENGINE MOUNTS,nan,05-20,30.0
42505,2023-02-27,07:33:00,Avión 2,PDQ,THE BIN OF THE GALLEY DOESN`T CLOSE PROPERLY,nan,25-33,15.0
42525,2023-02-27,14:45:00,Avión 35,PIQ,68736D1,NT147,35-31,7.0
42558,2023-02-17,17:20:00,Avión 10,PDQ,CARGO DOOR PROBLEMS IN VDE,NT366,52-31,5.0
42604,2023-03-01,07:55:00,Avión 32,PDQ,PILOT REPORT: MISSING SPINBRAKE NOSE WHEEL LEFT,nan,32-49,2.0
42611,2023-03-01,09:34:00,Avión 14,PIQ,GOTEO A LA ALTURA DEL FUSELAJE,NT608,38-10,19.0
42623,2023-03-01,14:59:00,Avión 16,PIQ,FLUCTUATION OF CM-1 ALTIMERTER,NT622,34-12,83.0
42630,2023-02-24,21:35:00,Avión 37,PIQ,ATL REF: 067970-1,NT429,61-10,5.0
42657,2023-03-02,07:06:00,Avión 38,PDQ,CARGO DOOR CONTROL SYSTEM INOP.,NT503,52-31,22.0
42661,2023-03-02,07:51:00,Avión 24,PDQ,RAMPA PARCIALMENTE DESPLEGADA,NT6505,25-65,85.0
42662,2023-03-02,07:53:00,Avión 17,nan,HYD BLUE PUMP LEAK,nan,29-12,34.0
42668,2023-03-02,11:44:00,Avión 21,PDQ,INTERPHONE SYSTEM U/S.,IBB516,23-43,43.0
42675,2023-03-02,14:31:00,Avión 13,PDQ,CHEQUEAR EL GUST LOCK,107,27-70,19.0
42687,2023-03-02,18:20:00,Avión 12,PDQ,WP: (1+2+7)D + NCS + DIF PAINT + IDG: FUGA ACEITE ENG-LH,nan,05-20,54.0
42688,2023-03-02,20:45:00,Avión 23,PDQ,NO TIENEN ATL Y EL PA DE LA SOBRECARGO NO FUNCIONA.,NT195,25-00,64.0
42705,2023-03-03,08:28:00,Avión 24,PDQ,TOWING LIGHT REMAINS RED WITH STEERING OFF,NT153,32-61,127.0
42709,2023-03-01,15:45:00,Avión 18,PDQ,NO INFO,NT522,UNK,5.0
42710,2023-03-01,16:45:00,Avión 14,PIQ,NO INFO,NT673,UNK,2.0
42713,2023-03-03,13:29:00,Avión 16,nan,67876/1,465,33-48,9.0
42727,2023-03-03,15:30:00,Avión 35,PDQ,068747/D1,nan,23-51,0.0
42728,2023-03-03,17:17:00,Avión 38,PDQ,COMPROBACION HYD A LOS 3 SALTOS,NT519,05-20,30.0
42729,2023-03-03,18:21:00,Avión 1,PDQ,DU TEMP HI,NT178,31-63,53.0
42735,2023-03-03,21:21:00,Avión 24,PDQ,OVERSPEED LANDING GEAR,NT5751,05-00,122.0
42748,2023-03-04,05:30:00,Avión 15,PDQ,WP: BORESCOPE,nan,05-20,182.0
42751,2023-03-04,05:57:00,Avión 23,PDQ,WP: ENGINE REPLACEMENT,nan,05-20,63.0
42785,2023-03-05,05:02:00,Avión 15,PDQ,WP: PERMANENT REPAIR DENT ON INNER BARREL SKIN,nan,05-20,105.0
42812,2023-03-05,22:26:00,Avión 6,PDQ,(1+2+3)D + BSI + SPEED TAPE + MESAS,nan,05-20,87.0
42818,2023-03-06,05:42:00,Avión 7,PDQ,WP: LC+BSI + BRUSH CHECK,nan,05-20,12.0
42840,2023-03-06,12:39:00,Avión 2,PDQ,TOO HOT CABIN/CREW,nan,36-11,15.0
42846,2023-03-06,14:37:00,Avión 1,nan,51191231,nan,23-00,2.0
42854,2023-03-06,15:50:00,Avión 37,PDQ,GPS INIT POSITION FAIL,nan,34-58,14.0
42856,2023-03-06,16:35:00,Avión 16,PDQ,"EADI F/O ""ROL"" CCAS EFIS COMP",nan,34-25,23.0
42889,2023-03-07,07:07:00,Avión 1,PDQ,HYD LEAK,NT500,29-00,274.0
42896,2023-02-27,08:00:00,Avión 18,PDQ,NO INFO,NT107,UNK,4.0
42901,2023-03-03,07:00:00,Avión 24,PDQ,NO INFO,NT153,UNK,3.0
42902,2023-03-03,11:50:00,Avión 24,ZAZ,NO INFO,NT5551,UNK,17.0
42933,2023-03-08,01:06:00,Avión 23,PIQ,TQ DIFF ABOUT 12% AT SAME PL POS (OUT OF NOTCH),NT489,61-00,98.0
42994,2023-03-09,06:57:00,Avión 37,PDQ,TRASNPORTING TCP 1 NO WORK PROPERLY,NT318,25-21,42.0
43003,2023-03-09,13:01:00,Avión 24,PDQ,LEFT NAVIGATION LGHT INOP,NT5321,33-43,37.0
43011,2023-03-09,15:52:00,Avión 15,PDQ,ENG 1 SHORT DISPATCH AFTER LANDING,nan,70-00,44.0
43013,2023-03-09,17:57:00,Avión 8,nan,113499/1,NT165,23-43,3.0
43036,2023-03-10,07:52:00,Avión 15,PDQ,010690/D2,NT5701,25-64,12.0
43038,2023-03-10,08:55:00,Avión 38,PDQ,OUTFLOW NORM FAULT AFTER LANDING,NT501,21-31,17.0
43049,2023-03-10,14:51:00,Avión 2,PDQ,L1 EMERGENCY LIGHT SIGN U/S.,RSC150,33-00,14.0
43053,2023-03-10,19:06:00,Avión 11,PIQ,PLASTIC COVER DOOR CABIN 2L IS BROKEN,nan,52-10,5.0
43075,2023-03-11,07:04:00,Avión 16,PDQ,WP:3000CY TASK + RPL (BEACON+SHOCKMNT),nan,05-20,45.0
43076,2023-03-11,07:27:00,Avión 2,PDQ,CM2 HEADSET CAN`T COMUNICATE,NT156,23-51,5.0
43084,2023-03-11,13:50:00,Avión 7,nan,AP DISCONNECT SEVERAL TIMES,NT658,22-16,20.0
43094,2023-03-11,16:31:00,Avión 19,PIQ,MEGAPHONE TCP2 THE DEADLINE IS MISSING,nan,25-00,5.0
43106,2023-03-11,22:31:00,Avión 15,PDQ,COCKPIT DOOR CONTROL PANEL EMERGENCY ENTRY PUSH BUTTON INOP,NT6504,52-51,20.0
43114,2023-03-12,05:18:00,Avión 8,PDQ,VIBRATIONS OCURRENCE WHEN PL 2 AT FI DURING DESCENT,NT537,05-51,86.0
43122,2023-03-12,07:36:00,Avión 17,PDQ,ANTI SKID FAULT (WHEEL #2),NT205,32-42,26.0
43123,2023-03-12,07:53:00,Avión 14,PDQ,"REFUEL PANEL HASN,T CURRENT",nan,28-25,40.0
43129,2023-03-12,10:57:00,Avión 18,nan,ENTRY RUNWAY 03R APPEAR AIL LOCK LIT RETURN TO PARKING,nan,27-70,80.0
43146,2023-03-12,17:29:00,Avión 18,PDQ,AILERON LOCK,311,27-72,155.0
43148,2023-03-12,19:33:00,Avión 25,PDQ,ADC FAULT (2),nan,34-11,147.0
43160,2023-03-13,05:37:00,Avión 7,PDQ,BSI + PAC,nan,05-20,114.0
43165,2023-03-13,07:03:00,Avión 6,PIQ,CREW QUERY - OPERATIONAL,nan,52-31,2.0
43168,2023-03-13,09:52:00,Avión 13,PDQ,PASSENGER DOOR PRESURIZATION LOSS,nan,52-00,28.0
43172,2023-03-11,07:00:00,Avión 2,CVU,NO INFO,NT156,UNK,3.0
43174,2023-03-12,21:00:00,Avión 17,PDQ,NO INFO,NT195,UNK,24.0
43175,2023-03-12,11:55:00,Avión 12,nan,NO INFO,NT5431,UNK,6.0
43177,2023-03-13,12:44:00,Avión 36,PDQ,PACK 1 FAULT DURING START UP,nan,21-50,66.0
43180,2023-03-13,13:13:00,Avión 19,PDQ,INS-SMA-23-02 - BONDING JUMPER MLG LH,nan,05-51,13.0
43188,2023-03-13,16:21:00,Avión 18,PDQ,AILERON LOCK LIT,NT108,27-70,85.0
43199,2023-03-13,20:02:00,Avión 1,PIQ,PROBLEMA ELECTRICO,nan,24-00,22.0
43209,2023-03-13,22:30:00,Avión 23,PIQ,APM FAULT,nan,31-31,6.0
43237,2023-03-14,13:38:00,Avión 17,PDQ,OXYGEN MASK CM1 AND CM2 TESTS,nan,23-51,144.0
43242,2023-03-14,14:41:00,Avión 18,PDQ,NO INFO,214,UNK,16.0
43245,2023-03-14,15:54:00,Avión 37,SMA,CREW QUERY - OPERATIONAL,632,21-00,5.0
43252,2023-03-14,19:43:00,Avión 18,PDQ,ADC 2 FAIL,nan,34-11,45.0
43265,2023-03-15,05:29:00,Avión 25,PDQ,FOUND HYDRAULIC LEAK ON LH MLG,nan,29-00,78.0
43277,2023-03-14,16:45:00,Avión 37,PIQ,BACK UP MODE FAULT WITH MODE SEL FAULT,632,21-61,34.0
43284,2023-03-15,12:17:00,Avión 36,PDQ,5673321,nan,25-13,0.0
43295,2023-03-15,15:40:00,Avión 21,PIQ,CREW INSTRUCTION,nan,05-51,57.0
43298,2023-03-15,16:02:00,Avión 22,PDQ,EMERGENCY BUS FLOW ARROW,nan,24-32,5.0
43302,2023-03-15,18:27:00,Avión 1,PIQ,ACW BUS 2 OFF,NT636,24-52,4.0
43315,2023-03-15,22:28:00,Avión 8,PIQ,WP:OCM1200,nan,05-20,58.0
43335,2023-03-16,11:34:00,Avión 1,PDQ,AVX CPM2,NT610,42-11,135.0
43342,2023-03-13,22:15:00,Avión 14,nan,NO INFO,NT157,UNK,20.0
43343,2023-03-16,15:40:00,Avión 22,PDQ,NO INFO,nan,UNK,3.0
43348,2023-03-16,17:12:00,Avión 37,PDQ,OUTFLOW NORMAL FAIL,nan,21-00,34.0
43351,2023-03-16,19:24:00,Avión 23,PIQ,ENG #2 FUEL PUMP RUN LIGHT ON IN FLIGHT,nan,28-21,91.0
43370,2023-03-17,06:57:00,Avión 11,PDQ,DC SVCE BUS U/S,NT309,24-62,72.0
43392,2023-03-17,14:43:00,Avión 36,PDQ,FALLO DE BATERIA NORMAL Y DE EMERGENCIA,NT135,24-31,30.0
43395,2023-03-17,15:19:00,Avión 22,PDQ,ENG 1 OIL HIGHT TEMPERATURE,NT507,79-32,320.0
43410,2023-03-17,20:42:00,Avión 28,nan,ALPHA PROBE HTG FAILURE,NT217,30-31,47.0
43428,2023-03-18,06:39:00,Avión 15,PDQ,REFUELING CONTROL PANEL INOP,nan,28-42,34.0
43430,2023-03-18,06:54:00,Avión 18,PIQ,DUDA SOBRE UN DIFERIDO,414,32-40,18.0
43434,2023-03-18,09:32:00,Avión 23,PIQ,FLIGHT NAV CONTROL PANEL,NT119,22-16,25.0
43442,2023-03-18,14:18:00,Avión 37,PIQ,CARGO DOOR,420,52-31,7.0
43447,2023-03-18,15:44:00,Avión 18,PDQ,CHEQUEO DIARIO AIL LOCK,nan,27-10,13.0
43458,2023-03-17,07:20:00,Avión 19,PDQ,NO INFO,nan,UNK,20.0
43468,2023-03-18,23:00:00,Avión 12,PDQ,FUGA HYD VÁLVULA,NT9400,29-00,50.0
43480,2023-03-19,06:58:00,Avión 25,PDQ,AUDIO 1 SEL CAPT FAULT,nan,23-51,77.0
43484,2023-03-19,08:40:00,Avión 24,PIQ,"""ENG 1 CONTROL FAULT"" EICAS MESSAGE",5550,75-30,72.0
43487,2023-03-19,11:02:00,Avión 13,PDQ,RACK PAX BROKE,nan,25-24,41.0
43499,2023-03-19,16:12:00,Avión 37,PDQ,OUTFLOW BK UP FAULT-SEVERAL TIMES,NT515,21-31,16.0
43502,2023-03-19,19:45:00,Avión 6,SDR,DUDA DIFERIDO TIMON,5901,55-00,43.0
43529,2023-03-20,07:50:00,Avión 38,PIQ,69675/1,451,35-31,2.0
43532,2023-03-20,09:16:00,Avión 23,PDQ,DC GEN 2 FAULT,225,80-00,5.0
43545,2023-03-20,14:36:00,Avión 1,PIQ,ACW GEN 2 FAULT (BUS),nan,24-52,37.0
43591,2023-03-21,09:19:00,Avión 10,PDQ,FUEL QUANTITY ENG Nº2 DOESN´T WORK PROPERLY,NT521,28-42,11.0
43592,2023-03-21,09:28:00,Avión 34,PDQ,"PWR MCT INDICATION DOESN,T MATCH WITH PWR SETTING",304,31-00,12.0
43598,2023-03-21,11:34:00,Avión 3,PIQ,CM1 CAUTION CANCEL BUTTOM Y VALVULA SONELOIDE,662,31-19,73.0
43601,2023-03-21,13:02:00,Avión 10,nan,MEDICION VARILLA,NT521,28-42,56.0
43612,2023-03-21,15:30:00,Avión 1,PIQ,BOTH BATTERIES WERE DISCHARGE (EMERGENCY AND MAIN),nan,24-31,23.0
43614,2023-03-21,16:27:00,Avión 10,PDQ,0119490/D1,524,12-11,7.0
43618,2023-03-21,21:35:00,Avión 1,PDQ,CREW QUERY - OPERATIONAL,192,80-00,7.0
43647,2023-03-22,07:36:00,Avión 10,PDQ,TRIM SELECTOR,nan,27-32,71.0
43652,2023-03-22,10:05:00,Avión 20,GRW,STARTER GENERATOR,NT350,24-32,42.0
43665,2023-03-22,14:42:00,Avión 13,PDQ,068644/D2,NT6805,25-00,14.0
43667,2023-03-22,14:55:00,Avión 35,PDQ,DC GEN 1 FAULT LIGHT HALF LIGHT,NT6168,25-21,15.0
43670,2023-03-22,15:25:00,Avión 10,PDQ,"TRIM SELECTOR DOWN DOESN,T WORK ON GROUND.",NT160,22-00,88.0
43673,2023-03-22,16:38:00,Avión 23,PDQ,TORQUE DISSAGREEMENT IN BETWEEN THE ENGINES,NT166,72-00,119.0
43674,2023-03-22,18:20:00,Avión 4,PDQ,AUTOPILOT,353,22-10,35.0
43675,2023-03-22,18:22:00,Avión 7,PIQ,0117452/1,nan,33-50,8.0
43683,2023-03-22,22:33:00,Avión 27,PIQ,TRABAJOS PROGRAMADOS CNF,nan,05-20,35.0
43713,2023-03-23,10:44:00,Avión 3,PDQ,ENG OIL LEAK Nº2,NT120,79-00,95.0
43748,2023-03-24,03:37:00,Avión 6,PDQ,CORROSION,NT5301,25-00,61.0
43764,2023-03-24,09:04:00,Avión 34,PIQ,OVERSPEED,605,05-51,45.0
43785,2023-03-24,16:50:00,Avión 18,PDQ,ENGINE 1 FLAME,519,72-00,42.0
43803,2023-03-25,05:13:00,Avión 12,PDQ,NO MAINTENANCE ACTION - OPERATIONAL,nan,73-00,282.0
43812,2023-03-25,08:16:00,Avión 10,PIQ,117506/1,604,12-11,14.0
43813,2023-03-25,11:07:00,Avión 16,PDQ,UNABLE TO REFUEL,nan,28-42,60.0
43814,2023-03-25,12:36:00,Avión 10,PIQ,AP DISCONECTION SEVERAL TIMES,618,22-18,129.0
43826,2023-03-25,14:52:00,Avión 7,PIQ,DU#4 INOP RMS ON EWD,nan,31-63,120.0
43830,2023-03-25,15:44:00,Avión 37,PIQ,5685851,nan,25-65,5.0
43859,2023-03-26,07:14:00,Avión 4,PDQ,AILERON LOCK LIT,NT106,27-70,325.0
43861,2023-03-26,07:59:00,Avión 11,PIQ,0117476/1,NT415,23-00,1.0
43876,2023-03-26,16:27:00,Avión 1,nan,CHECK PROPELLER BLADE ENG Nº1,NT154,61-00,16.0
43877,2023-03-26,16:58:00,Avión 7,nan,ELECTRICAL HARNESS ON PROXIMITY SWITCH,nan,32-31,137.0
43878,2023-03-26,18:54:00,Avión 10,PDQ,ADC FAULT,nan,42-11,28.0
43884,2023-03-26,22:27:00,Avión 24,PDQ,PRESSURE SWITCH,NT5201,28-00,93.0
43909,2023-03-27,09:39:00,Avión 14,PDQ,0119204/1,NT209,20-21,5.0
43919,2023-03-27,13:07:00,Avión 34,HOR,ENG FUEL CLOG,NT783,28-00,88.0
43927,2023-03-27,14:46:00,Avión 18,PDQ,CRACK ONE BLADE IN THE RIGHT HAND ENGINE,nan,61-00,200.0
43965,2023-03-28,05:47:00,Avión 8,PIQ,OXY MASK,nan,12-14,17.0
43970,2023-03-28,06:15:00,Avión 38,PDQ,PROBLEMA CON EL GPU,NT226,24-40,8.0
43979,2023-03-28,11:28:00,Avión 6,PDQ,OXY BOT PRESS LOW,nan,12-00,67.0
43994,2023-03-28,18:19:00,Avión 16,PIQ,BAÑO ATASCADO POR GAFAS,NT484,12-16,17.0
44031,2023-03-29,08:48:00,Avión 13,PDQ,WATER ON TOILET FLOOR COMING FROM WASH-BASIN,NT109,38-31,37.0
44040,2023-03-29,13:23:00,Avión 1,PDQ,DUS TEMP HI IN FLIGHT,nan,31-63,19.0
44083,2023-03-30,07:39:00,Avión 22,PDQ,BIRD STRIKE DURING FLARE ON RIGHT WINDSHIELD,NT203,05-51,21.0
44101,2023-03-30,15:19:00,Avión 8,PIQ,DURING AROUND INSP. RIGHT ENGINE PROPELLER OIL LEAK FOUND,NT117,61-11,25.0
44109,2023-03-30,18:32:00,Avión 17,PDQ,DATA RECORDER / FDAU CAUTION,RSC533,31-31,36.0
44139,2023-03-31,07:09:00,Avión 23,PDQ,"COMM PANEL CM1,VHF1 VOLUME SELECTOR BROKEN",nan,23-51,16.0
44151,2023-03-31,08:50:00,Avión 23,nan,FALLO CON GPU,NT351,24-40,6.0
44158,2023-03-31,14:29:00,Avión 18,PDQ,CREW QUERY - OPERATIONAL,NT148,24-40,15.0
44160,2023-03-31,14:44:00,Avión 20,PDQ,AMORTIGUADOR DELANTERO,IBB352,32-21,22.0
44167,2023-03-31,18:12:00,Avión 4,PIQ,FLIGHT CONTROLS IS TO HARD TO ROTATE,NT173,27-30,54.0
44171,2023-03-31,20:07:00,Avión 4,PDQ,FLIGHT CONTROL ABNORNALY HARD DURING ROTATE,NT1241,27-00,10.0
44179,2023-03-31,21:54:00,Avión 16,PIQ,SPECIAL MAINTENANCE - TECHNICAL,nan,25-61,77.0
44182,2023-04-01,01:24:00,Avión 23,PDQ,65555/1,nan,77-13,389.0
44197,2023-04-01,10:21:00,Avión 25,CVU,CREW QUERY TLF MTTO,783,12-13,8.0
44204,2023-04-01,13:47:00,Avión 21,PDQ,SOBRECALENTAMIENTO MOTOR 2,517,21-61,46.0
44210,2023-04-01,14:44:00,Avión 11,PIQ,MASCARILLA TCP ABIERTA,nan,35-31,9.0
44216,2023-04-01,16:41:00,Avión 11,PDQ,EMBELLECEDOR PUERTA,NT634,25-13,10.0
44219,2023-04-01,17:59:00,Avión 11,PDQ,PASAJERO SE LLEVO CHALECO,nan,25-64,6.0
44222,2023-04-01,19:53:00,Avión 15,PIQ,RSP SEAT  => LONGITUDINAL ADJUSMENT INPO,NT5461,25-11,58.0
44244,2023-04-02,07:56:00,Avión 7,PDQ,ROTURA MOCHILA DE CHALECOS,NT102,25-00,25.0
44247,2023-04-01,11:03:00,Avión 35,nan,DELAY EVENT FOR A/C NSF,107,UNK,30.0
44260,2023-04-02,14:10:00,Avión 18,PDQ,TAKE OFF CONFI,NT511,32-45,48.0
44265,2023-04-02,15:03:00,Avión 38,PDQ,PERDIDA HYD,nan,29-12,27.0
44272,2023-04-02,19:36:00,Avión 18,PDQ,TAKE OFF CONFI,NT312,32-00,169.0
44304,2023-04-03,09:05:00,Avión 10,PIQ,START ENG #1 FAULT  ( NO NH ),NT415,24-32,128.0
44313,2023-04-03,10:58:00,Avión 20,nan,TRASLADO TMA SPC,nan,22-18,7.0
44320,2023-04-03,13:11:00,Avión 24,PDQ,MASK OXY,nan,25-00,18.0
44324,2023-04-03,13:43:00,Avión 7,PDQ,INVERTER FAULT 2 U/S,nan,24-60,67.0
44328,2023-04-03,15:02:00,Avión 10,PIQ,START ENGINE Nº1 FAULT (NO NH) GCU,nan,24-32,210.0
44330,2023-04-03,16:18:00,Avión 18,PIQ,REJECTED TAKE OFF DUE TO POSSIBLE BIRD STRIKE,nan,05-51,34.0
44363,2023-04-04,06:14:00,Avión 23,PDQ,65558/1,NT103,24-32,27.0
44367,2023-04-04,06:38:00,Avión 17,PDQ,TCP1 INTERPHONE U/S.,NT156,23-43,36.0
44368,2023-04-04,09:25:00,Avión 24,PDQ,ENG.1 IGNITION FAULT (NO EICAS MSG),nan,24-00,116.0
44370,2023-04-04,10:09:00,Avión 23,PDQ,ENG #2 STAR FAULT,NT103,24-32,23.0
44377,2023-04-04,12:41:00,Avión 32,PDQ,DOOR FLT LOCK FAIL,NT5821,52-00,28.0
44392,2023-04-04,16:39:00,Avión 13,PIQ,66297/1,634,00-00,6.0
44419,2023-04-05,05:51:00,Avión 17,PDQ,BRAKE ASSY #4 OUTSIDE LIMITS,nan,32-42,10.0
44421,2023-04-05,06:16:00,Avión 7,nan,0117088/1,NT156,33-49,5.0
44428,2023-04-05,12:43:00,Avión 35,PDQ,PTT CM2 RUIDO AL TRASMITIR. REV O2. PITOT. INTERFONO TCP1,NT207,23-42,55.0
44437,2023-04-05,15:34:00,Avión 13,PIQ,PTT CM2 RUIDO AL TRASMITIR. PITOT F/O FAULT,nan,05-51,23.0
44466,2023-04-06,09:15:00,Avión 16,PDQ,066228/1,nan,79-00,25.0
44590,2023-04-09,06:39:00,Avión 36,PIQ,66043/1,611,35-31,0.0
44594,2023-04-09,10:15:00,Avión 23,PIQ,ENGINE 2 LEAK OBSERVED,110,73-14,119.0
44606,2023-04-09,14:18:00,Avión 16,PDQ,DIRE HANDLE #2 U/S,nan,26-12,34.0
44628,2023-04-10,05:13:00,Avión 7,PDQ,WP: BSI+PAC+TAP TEST,nan,05-20,37.0
44641,2023-03-31,21:15:00,Avión 34,nan,NO INFO,NT193,UNK,2.0
44649,2023-02-03,13:40:00,Avión 8,PDQ,NO INFO,NT323,UNK,60.0
44650,2023-04-10,14:40:00,Avión 16,PIQ,CREW QUERY - OPERATIONAL,nan,UNK,7.0
44651,2023-03-13,08:15:00,Avión 19,nan,NO INFO. ERROR ASIGNACION RETRASO,NT236,UNK,54.0
44664,2023-04-10,20:36:00,Avión 6,PDQ,WP:CAMBIO DE MOTOR,nan,05-20,304.0
44665,2023-04-10,20:43:00,Avión 18,PDQ,CAMBIO DE OPERADOR,nan,11-00,22.0
44667,2023-04-10,21:05:00,Avión 7,PDQ,TAIL BEACON U/S,nan,33-48,20.0
44683,2023-04-11,03:41:00,Avión 11,PDQ,WP: [HLA] 1B+ALTERNADORES+FILTER REPLACE,nan,05-20,161.0
44691,2023-04-11,06:09:00,Avión 7,nan,BEACON CONFIRMED STILL INOPERATIVE,nan,33-48,75.0
44697,2023-04-11,10:41:00,Avión 23,PDQ,AHRS 1 FAIL,304,34-25,23.0
44705,2023-04-11,14:04:00,Avión 10,PIQ,CREW INSTRUCTION,nan,05-51,68.0
44706,2023-04-11,14:02:00,Avión 38,PIQ,PITOT FAILURE,NT943,30-30,65.0
44761,2023-04-12,18:34:00,Avión 3,PIQ,STBY COMPASS SWICHT INOP (BROKEN),NT638,20-45,50.0
44776,2023-04-13,05:09:00,Avión 19,PDQ,LATE RELEASE FROM SCH MAINT - TECHNICAL,nan,79-26,15.0
44782,2023-04-13,06:10:00,Avión 12,PDQ,ABNORMAL ENG START. ENG 2,NT106,74-21,31.0
44804,2023-04-13,13:18:00,Avión 12,PDQ,"SAME AS ATL Nº012101 ""D1""",NT5733,79-00,100.0
44813,2023-04-13,16:42:00,Avión 18,PDQ,CREW QUERY - OPERATIONAL,nan,33-20,74.0
44828,2023-04-14,05:09:00,Avión 21,PDQ,GRIETA ALABE CAMBIO MOTOR,nan,72-00,14.0
44840,2023-04-14,09:31:00,Avión 10,PIQ,BIRD STRIKE,nan,05-51,0.0
44841,2023-04-14,10:05:00,Avión 16,PIQ,CREW QUERY - OPERATIONAL,650,52-30,7.0
44847,2023-04-14,13:46:00,Avión 16,PDQ,FIREPROOF CURTAIN,nan,25-56,7.0
44877,2023-04-15,08:30:00,Avión 24,nan,DESGASTE FRENOS,nan,32-40,44.0
44892,2023-04-15,15:25:00,Avión 7,PDQ,PROBLEMA CON MESILLA Y TRIP ANTERIOR NO AVISA,nan,25-00,20.0
44933,2023-04-16,13:10:00,Avión 4,PIQ,CREW QUERY - OPERATIONAL,nan,61-50,5.0
44937,2023-04-16,13:38:00,Avión 2,PDQ,CAMBIO MASCARA O2 Y ALTIMETRO,nan,35-13,111.0
44942,2023-04-16,15:12:00,Avión 23,PDQ,SOPORTE BOT O2,NT158,35-31,46.0
44978,2023-04-17,08:21:00,Avión 23,PIQ,FLIGHT DIRECTOR AUTO PILOT,nan,22-18,23.0
45034,2023-04-18,09:25:00,Avión 36,PDQ,PLACARD ERROR,NT304,11-31,46.0
45035,2023-04-18,08:49:00,Avión 11,PIQ,BATERIA DESCARGADA,nan,24-31,134.0
45043,2023-04-18,12:30:00,Avión 20,PIQ,PROPELLER BRAKER UNLOCK,NT943,61-00,43.0
45065,2023-04-18,18:46:00,Avión 16,PDQ,FUGA HYD MORRO,nan,29-11,28.0
45077,2023-04-19,02:51:00,Avión 24,PDQ,FUGA DE ACEITE INTERCAMBIADOR MOTOR 2,NT6K,79-27,275.0
45083,2023-04-18,20:40:00,Avión 4,nan,ELECTRICAL FUEL PUMP,nan,28-21,43.0
45084,2023-04-19,06:16:00,Avión 18,nan,AILERON LOCK,nan,27-70,55.0
45106,2023-04-19,16:25:00,Avión 20,PIQ,AIRCONDITION SYSTEM,NT634,21-60,29.0
45112,2023-04-19,20:20:00,Avión 28,PDQ,VALVE ENG 1,NT192,28-24,39.0
45139,2023-04-20,08:37:00,Avión 37,PDQ,ACCUMMULATOR BELOW 1500 PSI,NT304,12-14,24.0
45145,2023-04-20,12:43:00,Avión 17,PIQ,CREW QUERY - OPERATIONAL,nan,35-11,15.0
45149,2023-04-20,13:39:00,Avión 37,CVU,BLUE ACC PRESSURE BELOW 1500 PSI.,NT304,12-14,94.0
45152,2023-04-20,14:22:00,Avión 35,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,nan,05-20,26.0
45172,2023-04-21,05:45:00,Avión 20,PDQ,OXYGEN BOTTLE TCP Y PILAS,NT351,35-10,5.0
45177,2023-04-21,07:20:00,Avión 23,PIQ,AILERON LOCK,105,27-70,5.0
45179,2023-04-21,08:05:00,Avión 23,PIQ,AIL LOCK,105,27-70,4.0
45180,2023-04-21,08:24:00,Avión 4,PDQ,GPS,NT304,34-58,7.0
45193,2023-04-21,11:07:00,Avión 1,PDQ,ITT ENG 1,NT152,74-21,5.0
45205,2023-04-21,14:11:00,Avión 23,PDQ,"DOORS, EMERGENCY LICHTS",IBB511,33-00,24.0
45206,2023-04-21,14:36:00,Avión 8,PIQ,FUEL LOW PRESSION,NT630,28-21,108.0
45211,2023-04-21,15:23:00,Avión 35,PDQ,PITCH TRIM,352,22-00,99.0
45216,2023-04-21,20:04:00,Avión 3,PDQ,BAÑO ATASCADO,nan,12-16,3.0
45222,2023-04-22,00:53:00,Avión 8,PDQ,FUEL LOW PRESS,nan,28-00,45.0
45234,2023-04-22,05:47:00,Avión 23,nan,AIL LOCK,105,27-70,6.0
45237,2023-04-22,06:54:00,Avión 25,PIQ,SCREW RED MISSING,nan,20-21,21.0
45249,2023-04-22,10:55:00,Avión 38,PDQ,TCP1 INTERPHONE FAILS TIME TO TIME,NT1161,23-43,10.0
45251,2023-04-22,11:15:00,Avión 20,PDQ,OXY BOTTLE TCP,NT351,35-10,31.0
45256,2023-04-22,13:04:00,Avión 23,PDQ,CINTURON SEGURIDAD Y STARTER,nan,25-11,17.0
45264,2023-04-22,14:45:00,Avión 22,PDQ,VALVE FUEL,nan,12-11,70.0
45285,2023-04-23,04:06:00,Avión 16,PIQ,"DURANTE LC, SE ENCUENTRA DAÑO EN UNA PALA FUERA DE LÍMITES",nan,61-00,424.0
45296,2023-04-23,09:19:00,Avión 13,PDQ,MCDU BLACK OUT,NT501,34-58,22.0
45305,2023-04-23,12:45:00,Avión 23,PDQ,SERVICE DOOR DOES NOT LOCK,nan,53-67,76.0
45317,2023-04-23,15:25:00,Avión 13,PDQ,MCDU BLACK OUT,NT501,34-58,55.0
45325,2023-04-23,21:07:00,Avión 38,PDQ,DC GEN 1 FAULT.,538,24-32,62.0
45348,2023-04-24,08:31:00,Avión 38,PDQ,DC GEN 1&2 FAULT,NT188,24-32,11.0
45375,2023-04-24,19:45:00,Avión 37,PIQ,FINDING M.L.G. WHEEL,nan,12-37,36.0
45391,2023-04-24,22:47:00,Avión 1,PDQ,WP: LC + MEL A,nan,05-20,9.0
